Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,TotalScore,AvgScore,PerformanceCategory
male,group C,master's degree,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,73,81,79,233,77.66666666666667,Good
female,group A,some high school,standard,,married,regularly,yes,1.0,school_bus,5 - 10,74,79,88,241,80.33333333333333,Excellent
female,group B,some college,free/reduced,,divorced,regularly,yes,5.0,school_bus,,50,55,51,156,52.0,Average
male,group C,some high school,standard,completed,married,regularly,yes,1.0,school_bus,< 5,63,60,57,180,60.0,Good
male,group B,some college,free/reduced,completed,married,sometimes,yes,4.0,school_bus,< 5,49,58,54,161,53.666666666666664,Average
male,group B,some college,free/reduced,none,married,never,yes,3.0,school_bus,< 5,64,58,64,186,62.0,Good
male,group D,associate's degree,standard,,divorced,sometimes,no,1.0,private,< 5,88,74,77,239,79.66666666666667,Good
male,group D,high school,standard,completed,married,never,yes,3.0,,< 5,37,48,44,129,43.0,Average
female,group D,some college,standard,completed,divorced,sometimes,yes,3.0,private,> 10,73,89,94,256,85.33333333333333,Excellent
female,group D,some high school,standard,completed,married,regularly,no,2.0,school_bus,< 5,54,64,73,191,63.666666666666664,Good
male,group E,associate's degree,free/reduced,none,married,regularly,no,2.0,private,5 - 10,67,66,60,193,64.33333333333333,Good
female,group C,high school,free/reduced,completed,single,sometimes,no,2.0,school_bus,5 - 10,62,74,78,214,71.33333333333333,Good
female,group C,high school,standard,,married,regularly,yes,0.0,private,< 5,75,85,92,252,84.0,Excellent
male,group C,,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,81,83,82,246,82.0,Excellent
female,group D,associate's degree,free/reduced,none,married,sometimes,no,4.0,school_bus,< 5,56,68,70,194,64.66666666666667,Good
male,group C,some high school,standard,none,widowed,sometimes,yes,4.0,,< 5,52,49,44,145,48.333333333333336,Average
male,group B,master's degree,free/reduced,completed,divorced,regularly,yes,1.0,school_bus,,94,90,95,279,93.0,Excellent
female,group D,some college,free/reduced,none,married,sometimes,yes,2.0,private,,31,51,48,130,43.333333333333336,Average
male,group B,some high school,free/reduced,none,married,regularly,yes,0.0,,5 - 10,50,45,42,137,45.666666666666664,Average
female,group C,bachelor's degree,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,66,70,79,215,71.66666666666667,Good
male,group B,high school,standard,none,divorced,sometimes,yes,5.0,private,5 - 10,69,54,57,180,60.0,Good
male,group D,high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,66,75,64,205,68.33333333333333,Good
male,group D,master's degree,standard,none,single,regularly,yes,2.0,school_bus,5 - 10,90,94,96,280,93.33333333333333,Excellent
female,group D,associate's degree,free/reduced,none,single,regularly,yes,4.0,school_bus,< 5,44,60,59,163,54.333333333333336,Average
female,group C,master's degree,free/reduced,none,married,never,,0.0,,< 5,54,58,54,166,55.333333333333336,Average
female,group D,,standard,completed,,sometimes,yes,3.0,private,,81,94,89,264,88.0,Excellent
male,group C,master's degree,standard,none,divorced,sometimes,no,1.0,school_bus,< 5,67,65,71,203,67.66666666666667,Good
male,group C,,standard,none,single,never,no,5.0,,5 - 10,58,59,52,169,56.333333333333336,Average
male,group D,some college,standard,completed,divorced,sometimes,yes,3.0,,5 - 10,92,93,97,282,94.0,Excellent
female,group D,associate's degree,standard,none,single,,no,,school_bus,5 - 10,89,96,97,282,94.0,Excellent
female,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,1.0,private,< 5,57,67,58,182,60.666666666666664,Good
male,group C,associate's degree,standard,completed,married,sometimes,yes,3.0,private,> 10,72,82,83,237,79.0,Good
female,,associate's degree,standard,completed,divorced,sometimes,yes,3.0,private,< 5,64,80,87,231,77.0,Good
female,group D,some high school,standard,none,married,sometimes,,0.0,school_bus,5 - 10,72,74,78,224,74.66666666666667,Good
male,group A,associate's degree,standard,none,married,,yes,0.0,school_bus,5 - 10,83,74,76,233,77.66666666666667,Good
male,group D,bachelor's degree,standard,completed,married,sometimes,no,3.0,private,5 - 10,75,77,79,231,77.0,Good
male,,associate's degree,free/reduced,,married,never,yes,1.0,school_bus,< 5,78,85,82,245,81.66666666666667,Excellent
female,group B,high school,standard,none,widowed,sometimes,yes,1.0,school_bus,5 - 10,45,52,48,145,48.333333333333336,Average
female,group C,some college,standard,completed,divorced,sometimes,no,7.0,school_bus,> 10,88,94,93,275,91.66666666666667,Excellent
female,group B,some college,free/reduced,none,married,regularly,no,4.0,school_bus,5 - 10,48,72,66,186,62.0,Good
male,group D,some high school,standard,completed,divorced,sometimes,yes,3.0,private,5 - 10,59,52,58,169,56.333333333333336,Average
female,group C,high school,standard,none,widowed,regularly,yes,2.0,,5 - 10,78,86,77,241,80.33333333333333,Excellent
female,group C,some high school,free/reduced,none,divorced,sometimes,no,2.0,school_bus,5 - 10,46,64,61,171,57.0,Average
male,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,3.0,private,5 - 10,33,34,27,94,31.333333333333332,Poor
male,group D,some college,standard,none,divorced,regularly,no,1.0,school_bus,< 5,68,64,67,199,66.33333333333333,Good
male,group D,high school,free/reduced,completed,married,sometimes,yes,0.0,school_bus,> 10,75,63,65,203,67.66666666666667,Good
male,group D,high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,< 5,45,49,48,142,47.333333333333336,Average
female,,some college,free/reduced,completed,married,sometimes,yes,0.0,school_bus,< 5,34,58,59,151,50.333333333333336,Average
male,group A,some high school,standard,none,married,sometimes,no,2.0,private,< 5,71,54,52,177,59.0,Average
female,group D,some college,free/reduced,none,married,regularly,no,,school_bus,< 5,36,44,46,126,42.0,Average
male,group B,some high school,standard,none,married,sometimes,no,1.0,private,5 - 10,56,59,47,162,54.0,Average
female,,master's degree,standard,none,married,,yes,1.0,private,5 - 10,46,53,50,149,49.666666666666664,Average
male,group B,associate's degree,standard,none,married,never,no,,,< 5,60,59,57,176,58.666666666666664,Average
female,group B,high school,standard,none,married,regularly,yes,4.0,private,5 - 10,70,81,78,229,76.33333333333333,Good
male,group D,some college,standard,none,married,regularly,no,3.0,school_bus,< 5,80,71,72,223,74.33333333333333,Good
female,group A,some college,free/reduced,completed,married,sometimes,yes,2.0,private,5 - 10,56,63,59,178,59.333333333333336,Average
female,group C,some high school,free/reduced,none,married,regularly,yes,2.0,private,5 - 10,82,86,82,250,83.33333333333333,Excellent
female,group C,some college,standard,none,single,regularly,no,1.0,private,5 - 10,67,75,68,210,70.0,Good
female,group B,some high school,standard,none,single,sometimes,no,5.0,private,< 5,64,65,57,186,62.0,Good
male,group D,some high school,free/reduced,completed,married,regularly,no,,private,5 - 10,60,52,50,162,54.0,Average
male,group D,bachelor's degree,standard,none,divorced,never,yes,1.0,school_bus,5 - 10,97,92,88,277,92.33333333333333,Excellent
male,group C,associate's degree,free/reduced,none,single,sometimes,yes,,private,5 - 10,68,70,67,205,68.33333333333333,Good
male,group C,some college,standard,,single,never,no,2.0,school_bus,< 5,60,58,60,178,59.333333333333336,Average
male,group E,some high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,43,30,28,101,33.666666666666664,Poor
male,group E,,standard,none,single,regularly,no,,school_bus,5 - 10,93,80,78,251,83.66666666666667,Excellent
female,group D,bachelor's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,80,95,92,267,89.0,Excellent
female,group E,bachelor's degree,standard,completed,married,regularly,no,3.0,private,< 5,76,97,96,269,89.66666666666667,Excellent
male,group A,bachelor's degree,free/reduced,none,divorced,never,no,2.0,,< 5,55,48,42,145,48.333333333333336,Average
female,group D,associate's degree,standard,none,single,sometimes,yes,4.0,school_bus,5 - 10,58,66,66,190,63.333333333333336,Good
female,group D,high school,free/reduced,none,married,regularly,yes,4.0,,5 - 10,47,54,57,158,52.666666666666664,Average
female,group A,master's degree,standard,none,single,sometimes,yes,0.0,,> 10,82,88,90,260,86.66666666666667,Excellent
male,group B,some college,standard,completed,single,regularly,yes,2.0,private,5 - 10,90,82,88,260,86.66666666666667,Excellent
female,group D,associate's degree,free/reduced,none,married,regularly,no,1.0,private,5 - 10,84,87,90,261,87.0,Excellent
female,group D,master's degree,free/reduced,none,single,regularly,,1.0,private,< 5,61,81,78,220,73.33333333333333,Good
female,group C,bachelor's degree,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,< 5,68,83,81,232,77.33333333333333,Good
female,group D,some college,free/reduced,completed,married,sometimes,yes,1.0,private,5 - 10,81,97,97,275,91.66666666666667,Excellent
female,group B,some high school,standard,none,single,sometimes,no,1.0,school_bus,> 10,63,57,62,182,60.666666666666664,Good
male,group D,some college,standard,completed,married,never,no,4.0,school_bus,< 5,81,89,88,258,86.0,Excellent
female,group E,bachelor's degree,free/reduced,none,single,sometimes,yes,2.0,private,5 - 10,69,69,74,212,70.66666666666667,Good
female,group D,associate's degree,free/reduced,completed,married,sometimes,yes,5.0,,5 - 10,65,84,86,235,78.33333333333333,Good
male,group C,,standard,completed,divorced,sometimes,yes,1.0,school_bus,5 - 10,69,65,67,201,67.0,Good
male,group C,,standard,none,married,regularly,no,3.0,school_bus,< 5,68,56,62,186,62.0,Good
male,group D,some high school,standard,none,divorced,regularly,yes,4.0,school_bus,< 5,73,63,60,196,65.33333333333333,Good
female,group C,bachelor's degree,free/reduced,none,single,regularly,no,1.0,private,5 - 10,70,78,79,227,75.66666666666667,Good
male,group C,some high school,standard,none,married,never,yes,4.0,private,5 - 10,72,64,60,196,65.33333333333333,Good
female,group E,high school,free/reduced,none,divorced,sometimes,yes,2.0,,5 - 10,58,64,66,188,62.666666666666664,Good
male,,high school,standard,completed,married,sometimes,yes,2.0,private,5 - 10,75,65,65,205,68.33333333333333,Good
male,group B,associate's degree,free/reduced,completed,married,sometimes,yes,1.0,school_bus,< 5,73,84,78,235,78.33333333333333,Good
female,group D,associate's degree,free/reduced,none,single,sometimes,yes,0.0,,5 - 10,38,50,50,138,46.0,Average
male,group C,associate's degree,free/reduced,none,married,sometimes,no,2.0,private,5 - 10,50,53,43,146,48.666666666666664,Average
male,group A,high school,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,93,86,84,263,87.66666666666667,Excellent
male,group B,associate's degree,standard,none,married,sometimes,yes,3.0,school_bus,< 5,62,50,55,167,55.666666666666664,Average
female,group C,some high school,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,60,65,67,192,64.0,Good
male,group D,some high school,standard,none,divorced,never,yes,0.0,school_bus,> 10,62,58,56,176,58.666666666666664,Average
female,group D,bachelor's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,77,84,86,247,82.33333333333333,Excellent
male,group C,some college,standard,none,married,sometimes,yes,,school_bus,5 - 10,71,63,65,199,66.33333333333333,Good
female,group B,bachelor's degree,standard,none,married,sometimes,no,4.0,private,5 - 10,77,92,91,260,86.66666666666667,Excellent
male,group D,associate's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,56,50,54,160,53.333333333333336,Average
male,group B,some college,standard,,married,sometimes,yes,1.0,private,,43,35,31,109,36.333333333333336,Poor
female,group D,,standard,none,married,sometimes,yes,2.0,private,< 5,79,86,87,252,84.0,Excellent
female,group D,high school,standard,none,married,regularly,yes,,school_bus,< 5,63,81,75,219,73.0,Good
male,group D,associate's degree,free/reduced,none,single,sometimes,yes,3.0,school_bus,5 - 10,66,66,61,193,64.33333333333333,Good
male,group D,some high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,48,39,41,128,42.666666666666664,Average
male,group B,master's degree,free/reduced,none,married,regularly,no,1.0,private,5 - 10,53,50,51,154,51.333333333333336,Average
male,group C,some high school,free/reduced,none,divorced,regularly,yes,3.0,school_bus,5 - 10,50,56,46,152,50.666666666666664,Average
female,group D,some college,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,78,77,80,235,78.33333333333333,Good
male,group D,associate's degree,free/reduced,completed,single,regularly,yes,1.0,school_bus,5 - 10,74,63,68,205,68.33333333333333,Good
female,group C,associate's degree,free/reduced,,married,never,yes,3.0,private,< 5,64,91,80,235,78.33333333333333,Good
male,group E,some college,free/reduced,,married,regularly,no,3.0,private,< 5,75,71,68,214,71.33333333333333,Good
male,group C,some college,standard,none,married,regularly,no,,private,5 - 10,96,89,84,269,89.66666666666667,Excellent
female,group A,some high school,free/reduced,,single,regularly,yes,3.0,,5 - 10,65,69,68,202,67.33333333333333,Good
male,group C,bachelor's degree,standard,none,married,sometimes,yes,1.0,school_bus,> 10,94,96,88,278,92.66666666666667,Excellent
male,group C,master's degree,free/reduced,none,single,sometimes,yes,1.0,private,5 - 10,42,51,45,138,46.0,Average
female,group C,some high school,standard,none,married,regularly,yes,1.0,school_bus,> 10,75,84,79,238,79.33333333333333,Good
female,group E,associate's degree,standard,completed,single,sometimes,yes,3.0,private,> 10,78,87,88,253,84.33333333333333,Excellent
male,group B,some college,free/reduced,none,married,regularly,yes,1.0,private,> 10,62,59,62,183,61.0,Good
female,group B,some high school,free/reduced,completed,single,regularly,no,1.0,private,5 - 10,70,82,82,234,78.0,Good
male,,some high school,standard,none,married,sometimes,no,2.0,school_bus,< 5,92,86,75,253,84.33333333333333,Excellent
female,group C,bachelor's degree,free/reduced,none,single,sometimes,yes,3.0,school_bus,> 10,65,77,76,218,72.66666666666667,Good
female,group C,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,0.0,private,> 10,69,90,83,242,80.66666666666667,Excellent
male,group C,associate's degree,standard,completed,married,regularly,yes,0.0,school_bus,> 10,65,53,52,170,56.666666666666664,Average
female,group D,some high school,standard,completed,married,sometimes,no,1.0,private,5 - 10,71,89,87,247,82.33333333333333,Excellent
male,group C,,standard,none,married,sometimes,yes,2.0,private,< 5,55,58,50,163,54.333333333333336,Average
male,group C,some high school,standard,completed,single,regularly,yes,3.0,private,< 5,84,78,77,239,79.66666666666667,Good
female,group D,bachelor's degree,standard,none,married,regularly,yes,2.0,private,< 5,59,70,69,198,66.0,Good
female,group B,some college,standard,none,married,sometimes,yes,2.0,school_bus,> 10,54,54,63,171,57.0,Average
male,group E,some college,free/reduced,none,married,regularly,no,1.0,school_bus,< 5,78,74,70,222,74.0,Good
female,group C,high school,standard,none,married,sometimes,yes,6.0,school_bus,> 10,80,89,91,260,86.66666666666667,Excellent
male,group E,some college,standard,completed,married,sometimes,yes,2.0,private,5 - 10,100,99,95,294,98.0,Excellent
female,group C,associate's degree,standard,completed,married,regularly,yes,1.0,private,< 5,68,72,80,220,73.33333333333333,Good
male,group A,some college,standard,completed,married,regularly,yes,0.0,school_bus,< 5,78,84,80,242,80.66666666666667,Excellent
female,group C,bachelor's degree,free/reduced,none,divorced,regularly,yes,0.0,private,5 - 10,80,89,90,259,86.33333333333333,Excellent
female,group E,bachelor's degree,standard,,married,sometimes,yes,0.0,school_bus,< 5,97,95,98,290,96.66666666666667,Excellent
male,group C,associate's degree,free/reduced,none,single,never,yes,3.0,school_bus,5 - 10,66,74,69,209,69.66666666666667,Good
female,group B,some college,standard,none,married,never,yes,1.0,private,5 - 10,48,56,56,160,53.333333333333336,Average
female,group C,high school,standard,completed,married,regularly,no,2.0,school_bus,5 - 10,86,94,100,280,93.33333333333333,Excellent
female,group A,associate's degree,standard,none,divorced,regularly,yes,1.0,school_bus,< 5,66,69,71,206,68.66666666666667,Good
female,group D,associate's degree,free/reduced,none,married,sometimes,no,2.0,,< 5,57,58,56,171,57.0,Average
male,group C,associate's degree,standard,none,divorced,sometimes,yes,4.0,school_bus,5 - 10,69,56,58,183,61.0,Good
male,group B,,free/reduced,none,married,regularly,yes,4.0,school_bus,> 10,64,70,63,197,65.66666666666667,Good
male,group C,some college,standard,completed,divorced,never,no,1.0,private,5 - 10,59,59,56,174,58.0,Average
male,group D,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,64,57,54,175,58.333333333333336,Average
male,group B,,free/reduced,none,married,sometimes,yes,5.0,private,< 5,40,53,43,136,45.333333333333336,Average
male,group E,associate's degree,free/reduced,none,married,regularly,no,,school_bus,5 - 10,87,76,72,235,78.33333333333333,Good
male,group E,some high school,standard,none,married,sometimes,yes,4.0,private,5 - 10,77,64,61,202,67.33333333333333,Good
female,group E,,free/reduced,completed,single,sometimes,no,1.0,private,5 - 10,75,80,76,231,77.0,Good
male,group E,master's degree,standard,none,married,sometimes,,1.0,private,5 - 10,88,86,87,261,87.0,Excellent
female,group E,high school,standard,none,single,sometimes,no,3.0,,5 - 10,61,64,60,185,61.666666666666664,Good
female,group D,high school,standard,none,single,sometimes,yes,4.0,school_bus,5 - 10,60,60,60,180,60.0,Good
female,group E,,free/reduced,none,divorced,never,no,1.0,,5 - 10,67,70,65,202,67.33333333333333,Good
male,group B,high school,standard,completed,married,never,yes,1.0,school_bus,,62,60,64,186,62.0,Good
male,group E,bachelor's degree,standard,none,married,sometimes,no,7.0,school_bus,5 - 10,97,87,83,267,89.0,Excellent
female,group E,bachelor's degree,free/reduced,none,divorced,sometimes,yes,3.0,private,< 5,80,89,83,252,84.0,Excellent
male,group C,master's degree,standard,,married,sometimes,yes,3.0,private,5 - 10,80,74,69,223,74.33333333333333,Good
male,group E,associate's degree,free/reduced,completed,married,never,no,1.0,school_bus,5 - 10,85,82,76,243,81.0,Excellent
female,group E,associate's degree,standard,none,divorced,sometimes,yes,2.0,private,< 5,53,66,59,178,59.333333333333336,Average
male,group E,some college,free/reduced,completed,married,sometimes,no,2.0,school_bus,5 - 10,58,42,48,148,49.333333333333336,Average
female,group C,some college,standard,none,widowed,regularly,no,7.0,school_bus,5 - 10,48,58,59,165,55.0,Average
male,group C,associate's degree,standard,completed,single,regularly,yes,4.0,private,< 5,75,74,76,225,75.0,Good
male,group E,some high school,standard,none,married,regularly,yes,1.0,school_bus,> 10,71,52,48,171,57.0,Average
female,group B,some high school,free/reduced,completed,married,sometimes,,4.0,school_bus,> 10,70,81,85,236,78.66666666666667,Good
male,group C,associate's degree,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,89,79,75,243,81.0,Excellent
male,group B,some high school,standard,none,married,regularly,yes,1.0,private,5 - 10,61,53,52,166,55.333333333333336,Average
female,group C,bachelor's degree,standard,none,divorced,sometimes,yes,1.0,private,5 - 10,62,73,68,203,67.66666666666667,Good
female,group D,master's degree,free/reduced,none,divorced,regularly,,4.0,school_bus,< 5,44,66,58,168,56.0,Average
female,,some college,free/reduced,completed,married,sometimes,no,1.0,school_bus,> 10,63,70,76,209,69.66666666666667,Good
male,group D,high school,standard,none,single,regularly,no,1.0,school_bus,5 - 10,81,69,72,222,74.0,Good
female,group C,some high school,free/reduced,,married,regularly,yes,2.0,private,5 - 10,60,73,72,205,68.33333333333333,Good
male,group D,some college,standard,completed,single,regularly,yes,4.0,school_bus,5 - 10,92,86,91,269,89.66666666666667,Excellent
female,group C,high school,free/reduced,completed,single,regularly,yes,1.0,private,,62,73,71,206,68.66666666666667,Good
male,group A,associate's degree,standard,completed,married,regularly,yes,3.0,private,< 5,95,91,92,278,92.66666666666667,Excellent
male,group E,some high school,free/reduced,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,83,83,72,238,79.33333333333333,Good
female,group D,high school,free/reduced,none,married,,yes,4.0,private,< 5,38,53,54,145,48.333333333333336,Average
male,group D,high school,standard,none,married,regularly,yes,1.0,private,< 5,79,59,62,200,66.66666666666667,Good
male,group E,some college,standard,none,widowed,sometimes,,1.0,school_bus,5 - 10,62,46,51,159,53.0,Average
male,group C,some college,standard,none,single,sometimes,,0.0,private,> 10,53,42,38,133,44.333333333333336,Average
male,group D,bachelor's degree,standard,none,single,regularly,yes,0.0,school_bus,5 - 10,99,100,99,298,99.33333333333333,Excellent
female,group D,master's degree,free/reduced,completed,divorced,sometimes,,0.0,private,5 - 10,80,95,99,274,91.33333333333333,Excellent
female,group A,associate's degree,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,57,54,60,171,57.0,Average
female,group E,,standard,completed,married,regularly,yes,1.0,school_bus,< 5,90,95,90,275,91.66666666666667,Excellent
male,group B,some college,free/reduced,none,married,regularly,yes,0.0,school_bus,5 - 10,51,52,50,153,51.0,Average
female,group C,some college,free/reduced,completed,married,sometimes,no,1.0,school_bus,< 5,66,74,76,216,72.0,Good
male,group B,some college,standard,none,married,sometimes,,2.0,private,5 - 10,89,84,85,258,86.0,Excellent
male,group D,high school,standard,completed,married,sometimes,no,2.0,,5 - 10,65,64,61,190,63.333333333333336,Good
male,group C,high school,free/reduced,none,married,sometimes,yes,6.0,private,> 10,61,72,66,199,66.33333333333333,Good
male,group E,some high school,free/reduced,none,married,sometimes,no,3.0,school_bus,< 5,62,53,49,164,54.666666666666664,Average
female,group C,high school,free/reduced,completed,married,never,no,2.0,private,> 10,47,51,54,152,50.666666666666664,Average
female,group B,master's degree,free/reduced,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,81,91,87,259,86.33333333333333,Excellent
male,group C,associate's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,,46,50,42,138,46.0,Average
male,group C,master's degree,free/reduced,completed,married,sometimes,yes,2.0,school_bus,> 10,91,100,97,288,96.0,Excellent
male,group C,some college,standard,none,single,never,no,2.0,school_bus,< 5,74,85,80,239,79.66666666666667,Good
male,group D,master's degree,free/reduced,none,married,regularly,yes,0.0,school_bus,5 - 10,66,62,63,191,63.666666666666664,Good
male,group A,,standard,none,married,never,yes,2.0,private,< 5,53,52,48,153,51.0,Average
female,group B,bachelor's degree,standard,none,married,regularly,yes,1.0,private,5 - 10,70,79,78,227,75.66666666666667,Good
male,,master's degree,standard,none,married,never,yes,,private,5 - 10,66,67,63,196,65.33333333333333,Good
female,group D,some college,standard,none,married,regularly,no,1.0,private,5 - 10,73,69,74,216,72.0,Good
male,group C,some college,standard,completed,divorced,regularly,yes,0.0,school_bus,5 - 10,88,79,79,246,82.0,Excellent
female,group A,some college,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,65,72,66,203,67.66666666666667,Good
female,group A,associate's degree,standard,none,married,regularly,yes,,private,5 - 10,69,68,74,211,70.33333333333333,Good
male,group A,some college,free/reduced,completed,married,sometimes,no,5.0,private,,85,78,81,244,81.33333333333333,Excellent
female,,associate's degree,standard,none,married,never,yes,0.0,school_bus,,90,93,90,273,91.0,Excellent
female,group B,some college,standard,completed,married,never,yes,3.0,school_bus,5 - 10,71,86,94,251,83.66666666666667,Excellent
male,group B,associate's degree,standard,none,single,regularly,yes,0.0,school_bus,> 10,70,57,49,176,58.666666666666664,Average
female,group C,some high school,standard,none,single,regularly,no,3.0,private,< 5,66,74,66,206,68.66666666666667,Good
female,group D,bachelor's degree,free/reduced,none,divorced,sometimes,no,1.0,private,< 5,48,62,62,172,57.333333333333336,Average
male,group C,high school,standard,,divorced,sometimes,yes,6.0,school_bus,5 - 10,49,40,44,133,44.333333333333336,Average
female,group E,high school,standard,completed,married,regularly,,3.0,school_bus,5 - 10,92,100,99,291,97.0,Excellent
male,group C,high school,standard,completed,divorced,regularly,yes,4.0,private,5 - 10,86,82,77,245,81.66666666666667,Excellent
male,group C,some high school,free/reduced,none,single,sometimes,yes,1.0,,5 - 10,39,37,32,108,36.0,Poor
female,group D,associate's degree,standard,none,single,sometimes,yes,2.0,school_bus,5 - 10,64,76,69,209,69.66666666666667,Good
female,group C,high school,standard,completed,single,sometimes,no,1.0,,> 10,90,96,95,281,93.66666666666667,Excellent
male,group C,master's degree,free/reduced,none,married,sometimes,no,2.0,private,5 - 10,68,66,64,198,66.0,Good
male,group A,some high school,free/reduced,none,single,sometimes,yes,0.0,school_bus,5 - 10,44,39,31,114,38.0,Poor
male,group B,some high school,standard,completed,married,sometimes,yes,0.0,private,5 - 10,68,73,67,208,69.33333333333333,Good
female,group B,high school,free/reduced,none,married,sometimes,yes,1.0,private,< 5,40,46,50,136,45.333333333333336,Average
female,group C,high school,free/reduced,none,single,regularly,no,3.0,school_bus,,43,60,54,157,52.333333333333336,Average
male,group B,,standard,completed,divorced,sometimes,yes,4.0,private,5 - 10,83,85,84,252,84.0,Excellent
female,group D,associate's degree,free/reduced,none,divorced,regularly,yes,0.0,private,5 - 10,23,35,35,93,31.0,Poor
female,group C,bachelor's degree,free/reduced,none,married,regularly,no,3.0,school_bus,5 - 10,41,57,54,152,50.666666666666664,Average
male,,bachelor's degree,standard,none,divorced,regularly,yes,2.0,school_bus,5 - 10,57,61,53,171,57.0,Average
female,group D,,free/reduced,none,single,sometimes,yes,2.0,,5 - 10,60,73,72,205,68.33333333333333,Good
male,group B,some college,standard,none,widowed,sometimes,yes,5.0,school_bus,< 5,65,55,50,170,56.666666666666664,Average
female,group C,some college,free/reduced,none,single,sometimes,no,2.0,school_bus,5 - 10,34,46,44,124,41.333333333333336,Average
male,group E,associate's degree,standard,completed,married,sometimes,,1.0,private,5 - 10,92,80,81,253,84.33333333333333,Excellent
female,group B,,standard,completed,single,never,no,4.0,private,> 10,80,87,94,261,87.0,Excellent
female,group E,high school,standard,none,married,regularly,no,5.0,school_bus,> 10,84,85,87,256,85.33333333333333,Excellent
male,group E,some college,free/reduced,completed,married,regularly,yes,2.0,school_bus,5 - 10,96,81,83,260,86.66666666666667,Excellent
male,group C,bachelor's degree,standard,,married,never,no,1.0,school_bus,,72,67,69,208,69.33333333333333,Good
male,group D,associate's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,38,30,29,97,32.333333333333336,Poor
male,group B,high school,free/reduced,none,married,sometimes,yes,2.0,,> 10,40,45,40,125,41.666666666666664,Average
female,group B,some college,standard,completed,married,sometimes,yes,1.0,school_bus,< 5,63,67,81,211,70.33333333333333,Good
female,group C,associate's degree,free/reduced,completed,single,sometimes,no,2.0,private,5 - 10,44,50,54,148,49.333333333333336,Average
male,,some high school,standard,none,divorced,regularly,,2.0,private,< 5,83,84,85,252,84.0,Excellent
male,group D,some college,standard,,married,sometimes,yes,4.0,school_bus,< 5,90,84,85,259,86.33333333333333,Excellent
male,group A,bachelor's degree,free/reduced,completed,,sometimes,yes,1.0,,,75,80,74,229,76.33333333333333,Good
female,group C,some high school,standard,none,single,regularly,no,1.0,school_bus,< 5,65,80,80,225,75.0,Good
male,group E,master's degree,free/reduced,completed,married,regularly,yes,4.0,private,5 - 10,91,83,84,258,86.0,Excellent
male,group B,associate's degree,standard,none,married,sometimes,yes,4.0,school_bus,< 5,66,65,57,188,62.666666666666664,Good
male,group B,some high school,standard,none,divorced,regularly,yes,3.0,school_bus,5 - 10,56,58,52,166,55.333333333333336,Average
male,group C,associate's degree,standard,,single,sometimes,,3.0,school_bus,5 - 10,70,68,65,203,67.66666666666667,Good
male,group D,,free/reduced,none,married,sometimes,yes,3.0,private,> 10,55,60,52,167,55.666666666666664,Average
male,group C,some college,free/reduced,,married,sometimes,yes,1.0,school_bus,< 5,67,69,63,199,66.33333333333333,Good
female,group B,some high school,free/reduced,completed,single,sometimes,yes,2.0,school_bus,< 5,51,68,63,182,60.666666666666664,Good
male,group B,high school,standard,completed,single,regularly,yes,,,5 - 10,95,87,90,272,90.66666666666667,Excellent
female,group D,some college,standard,none,divorced,regularly,yes,,school_bus,5 - 10,57,52,54,163,54.333333333333336,Average
female,group C,bachelor's degree,standard,none,single,never,no,1.0,school_bus,5 - 10,83,98,97,278,92.66666666666667,Excellent
male,group B,master's degree,free/reduced,none,divorced,regularly,yes,0.0,private,< 5,64,63,62,189,63.0,Good
male,group E,associate's degree,standard,none,widowed,sometimes,no,1.0,school_bus,> 10,99,82,79,260,86.66666666666667,Excellent
female,,some college,free/reduced,completed,single,regularly,yes,2.0,private,5 - 10,65,82,90,237,79.0,Good
male,group E,high school,standard,completed,married,never,yes,2.0,private,> 10,79,73,74,226,75.33333333333333,Good
